chr	start.x	end.x	X	start.y	end.y
chr6	108453706	108454205	36200	108452909	108454246
chr18	42936228	42936727	19596	42936016	42936516
chr9	84293367	84293866	41613	84293408	84293620
chr20	53926481	53926980	26375	53926918	53927073
chr7	117800408	117800907	38779	117799798	117801111
chr14	89503425	89503924	13418	89503695	89505308
chr18	77032341	77032840	19928	77032506	77032911
chr16	59042227	59042726	16217	59042191	59042407
chr16	79294097	79294596	16495	79294415	79294764
chr8	23761500	23761999	39648	23761139	23761529
chr4	85531487	85531986	31577	85531252	85531499
chr4	85531487	85531986	31578	85531730	85532194
chr2	237473925	237474424	25113	237473600	237475880
chr1	41691911	41692410	1201	41690865	41692950
chr2	40458379	40458878	22446	40447295	40459042
chr7	93039724	93040223	38422	93039627	93040439
chr10	285320	285819	4434	285341	285919
chr20	20824863	20825362	25578	20824864	20825097
chr9	123550067	123550566	42260	123547770	123551273
chr8	18854741	18855240	39479	18852182	18855188
chr5	88938475	88938974	33316	88938149	88939421
chr1	219621306	219621805	3828	219621299	219621681
chr14	90732104	90732603	13474	90731711	90732177
chr14	90732104	90732603	13475	90732417	90732808
chr5	96117582	96118081	33419	96117231	96118461
chr20	24683648	24684147	25700	24682584	24686530
chr8	125228626	125229125	40626	125228436	125229281
chr7	112053053	112053552	38678	112048814	112066503
chr12	124719784	124720283	11275	124719977	124720221
chr6	136184659	136185158	36576	136184975	136185258
chr8	58321358	58321857	40079	58321696	58322090
chr5	91146262	91146761	33361	91144380	91146508
chr20	2280112	2280611	25284	2279874	2280651
chr18	58456647	58457146	19765	58456403	58457052
chr9	70691646	70692145	41490	70691401	70691718
chr9	70691646	70692145	41491	70691953	70692246
chr2	133076481	133076980	23939	133076554	133078875
chr1	41573993	41574492	1185	41574362	41574815
chr3	23671727	23672226	28379	23671699	23672312
chr11	24818946	24819445	7203	24818640	24819620
chr4	86079520	86080019	31618	86079511	86080082
chr7	101904682	101905181	38554	101905019	101905256
chr7	36216006	36216505	37845	36215874	36216140
chr19	51830201	51830700	21791	51814370	51830380
chr4	40394183	40394682	31258	40393868	40394761
chr2	152477631	152478130	24167	152477540	152478175
chr12	26155595	26156543	9529	26155827	26156031
chr10	63013684	63014183	5529	63014041	63014626
chr2	134212698	134213197	23961	134212556	134214017
chr3	102114118	102114617	29283	102113957	102115013
chr6	4913687	4914186	34686	4912872	4914154
chr12	31778580	31779079	9693	31778582	31779145
chr12	10118999	10119498	9296	10118919	10123492
chr2	60472029	60472528	22753	60471998	60472272
chr2	68784106	68784605	22971	68783474	68785414
chr3	81484445	81484944	29215	81484699	81486338
chr20	24791464	24791963	25712	24790394	24792865
chr18	78625780	78626279	19971	78625597	78625972
chr3	54602967	54603466	29028	54602780	54603662
chr14	89187031	89187530	13384	89187467	89187723
chr4	95416150	95416649	31756	95414139	95416167
chr4	95416150	95416649	31757	95416371	95417235
chr10	129144158	129144657	6747	129144032	129145116
chr10	13839487	13839986	4805	13829398	13840697
chr1	108889179	108889678	1883	108889650	108889826
chr19	42184280	42184779	21355	42184753	42185793
chr3	21446078	21446577	28361	21444577	21447561
chr14	68240027	68240526	12967	68239600	68240816
chr7	118868228	118868727	38794	118867973	118869722
chr8	139096915	139097414	40900	139096741	139097942
chr7	141402587	141403086	39041	141402539	141403364
chr4	85755131	85755630	31591	85739933	85756035
chr9	79817588	79818087	41590	79811512	79820616
chr2	129758856	129759355	23900	129758526	129758965
chr11	124469356	124469855	8835	124469190	124469856
chr5	158502636	158503135	34209	158503097	158503246
chr11	118128787	118129286	8655	118128683	118128963
chr4	40214963	40215462	31247	40214434	40215950
chr10	63164001	63164500	5533	63163816	63164011
chr16	62638760	62639259	16223	62639197	62639380
chr1	238469309	238469808	4253	238469137	238469507
chr12	56921895	56922394	10150	56921829	56922436
chr14	92414540	92415039	13515	92414128	92415382
chr5	68519091	68519590	33071	68518813	68519142
chr5	68519091	68519590	33072	68519505	68520006
chr20	50502794	50503293	26297	50502153	50504032
chr6	3378278	3378777	34647	3377947	3378637
chr15	54559591	54560090	14232	54559187	54560206
chr12	77858375	77858874	10399	77857908	77858986
chr5	56494246	56494745	32925	56494557	56494841
chr15	77910327	77910826	14834	77910657	77910828
chr8	38405122	38405621	39856	38404907	38405174
chr17	49569944	49570443	18186	49569702	49570095
chr2	159832153	159832652	24243	159832016	159833003
chr9	104833676	104834175	41938	104833169	104836410
chr12	64501492	64501991	10246	64499741	64501500
chr12	64501492	64501991	10247	64501713	64501851
chr6	105844413	105844912	36164	105844231	105844601
chr6	137967774	137968273	36652	137967478	137968161
chr6	6796770	6797269	34754	6796766	6801837
chr5	173745007	173745506	34408	173743863	173745155
chr19	12757521	12758020	20636	12757821	12757959
chr5	67288546	67289045	33027	67288907	67289160
chr10	19654550	19655049	4899	19653975	19655175
chr9	99593549	99594048	41909	99592692	99594030
chr8	102898141	102898640	40425	102897992	102898893
chr2	136382101	136382600	24006	136381676	136382773
chr13	75324303	75324802	11948	75324225	75324427
chr3	171695117	171695616	30108	171687329	171696413
chr1	183279833	183280332	3230	183278788	183279944
chr1	183279833	183280332	3231	183280180	183280376
chr6	106026691	106027190	36177	106027026	106027177
chr5	62640381	62640880	32997	62640312	62641014
chr20	48283647	48284146	26161	48283498	48283857
chr2	109438688	109439187	23593	109438309	109441563
chr4	159367664	159368163	32225	159366865	159368584
chr2	195961815	195962314	24505	195962244	195962413
chr1	168982678	168983177	3034	168982333	168983417
chr10	49827228	49827727	5398	49827576	49827931
chr6	88590163	88590662	36076	88589529	88590179
chr6	104767492	104767991	36150	104767207	104773740
chr14	61368065	61368564	12863	61367949	61368254
chr5	139949659	139950158	33849	139949900	139950197
chr10	13944750	13945249	4825	13943971	13947220
chr1	212178768	212179267	3749	212178517	212179563
chr1	226989523	226990022	3981	226989399	226989639
chr5	133817432	133817931	33708	133817881	133818865
chr12	26874403	26874902	9631	26874752	26874923
chr20	43939196	43939695	26048	43939572	43940038
chr16	79430466	79430965	16510	79430110	79430963
chr10	71106094	71106593	5652	71105947	71106744
chr13	46321556	46322055	11684	46321438	46321767
chr2	68721719	68722218	22960	68721852	68722160
chr1	88801795	88802294	1714	88801688	88802654
chr2	74875097	74875596	23188	74874425	74876404
chr4	38223813	38224312	31142	38223159	38225089
chr14	94473634	94474133	13610	94473553	94473761
chr14	94473634	94474133	13611	94474018	94474305
chr4	81491872	81492371	31499	81490339	81494676
chr5	149904919	149905849	34067	149905247	149905425
chr16	79350389	79350888	16501	79350553	79350910
chr2	69081105	69081604	22987	69079190	69083565
chr15	59222028	59222527	14359	59221646	59222121
chr17	70074005	70074504	18644	70074222	70074569
chr3	11217306	11217805	28198	11217334	11217524
chr3	11217306	11217805	28199	11217746	11217983
chr8	42299729	42300228	39950	42299682	42299842
chr8	47428614	47429113	39979	47428912	47429098
chr11	119626801	119627300	8714	119626715	119626944
chr3	102135206	102135705	29284	102135158	102135459
chr6	14734769	14735268	34995	14734358	14734815
chr6	14734769	14735268	34996	14735103	14735748
chr22	35069460	35069959	27537	35068265	35069688
chr22	35069460	35069959	27538	35069906	35070564
chr10	9007656	9008155	4676	9007033	9007882
chr4	181672287	181672786	32304	181672472	181673293
chr10	63241772	63242271	5542	63241655	63242747
chr12	7612825	7613324	9205	7612340	7612930
chr11	128548586	128549085	8899	128548592	128549420
chr6	13404354	13404853	34955	13404143	13404513
chr17	59001373	59001872	18321	59001680	59002089
chr4	85368212	85368711	31573	85368232	85369731
chr7	52826553	52827052	38093	52825915	52827318
chr17	73983895	73984394	18682	73983793	73984058
chr18	9080841	9081340	19291	9080265	9081101
chr12	11725548	11726047	9321	11723532	11726025
chr1	183882407	183882906	3264	183882226	183882409
chr1	183882407	183882906	3265	183882626	183882782
chr5	40436455	40436954	32727	40436385	40437686
chr11	58626270	58626769	7503	58626074	58626682
chrX	38880424	38880923	43194	38880206	38880828
chr13	106472112	106472611	12213	106471902	106472527
chr7	92813642	92814141	38416	92813531	92813801
chr1	59500868	59501367	1527	59500814	59501104
chr2	155690742	155691241	24193	155690494	155691900
chr13	80050213	80050712	12044	80049816	80050455
chr10	121062117	121062616	6625	121061949	121062960
chr16	25966389	25966888	15744	25966071	25966534
chr13	110449163	110449662	12268	110449543	110449688
chr4	11132450	11132949	30916	11132496	11132818
chr12	128933032	128933531	11330	128932711	128933171
chr12	128933032	128933531	11331	128933383	128933749
chr2	207561270	207561769	24704	207561035	207561465
chr8	38666331	38666830	39860	38666200	38666593
chr2	109382914	109383413	23592	109382876	109384049
chr11	29008447	29009310	7209	29008097	29009159
chr4	12126456	12126955	30944	12126037	12126828
chr6	119559574	119560073	36372	119559488	119559699
chr5	40429734	40430233	32725	40429409	40429897
chr5	40429734	40430233	32726	40430132	40430357
chr5	56090119	56090618	32901	56090081	56091097
chr4	25984200	25984699	31028	25984028	25985504
chr10	64731778	64732277	5567	64731240	64733035
chrX	130741870	130742369	43833	130741329	130742056
chrX	130741870	130742369	43834	130742348	130742826
chr1	51303585	51304084	1392	51303884	51304134
chr6	105489595	105490094	36151	105488990	105489870
chr6	139612034	139612533	36709	139611562	139612207
chr9	18383989	18384488	41176	18383882	18384824
chr10	113381832	113382331	6529	113381866	113382472
chr12	124626179	124626678	11259	124625521	124627332
chr6	44618383	44618882	35803	44618690	44618954
chr12	2547228	2547727	9056	2546866	2547317
chr12	2547228	2547727	9057	2547547	2547921
chr1	209435610	209436109	3707	209433887	209435842
chr2	171146580	171147079	24306	171146611	171146751
chr4	119246149	119246648	31889	119245782	119246626
chr8	138831078	138831577	40899	138831002	138831292
chr10	63707191	63707690	5557	63706926	63707403
chr5	172701643	172702142	34358	172701449	172701814
chr1	209434017	209434516	3707	209433887	209435842
chr20	24672917	24673416	25699	24671844	24674552
chr6	14720940	14721439	34993	14720589	14721832
chr5	172793982	172794481	34369	172793772	172794960
chr4	128930019	128930518	31954	128929909	128931784
chr12	89280769	89281268	10440	89281027	89282091
chr8	124209761	124210260	40576	124209646	124210343
chr12	124217613	124218112	11230	124217437	124219184
chr3	172145177	172145676	30135	172144799	172145396
chr6	14066763	14067262	34976	14066992	14067316
chr3	119628973	119629472	29425	119626475	119629002
chr8	65174848	65175347	40168	65175209	65175424
chr14	68513690	68514189	13005	68513451	68514602
chr6	104607631	104608130	36120	104606827	104609127
chr1	209392742	209393241	3703	209391861	209406661
chr10	119784612	119785111	6612	119784323	119784644
chr10	119784612	119785111	6613	119784854	119785172
chr11	121367533	121368032	8722	121367110	121368212
chr5	78558807	78559306	33167	78521601	78560618
chr7	25069839	25070338	37672	25069829	25070052
chr15	54831011	54831510	14240	54829875	54831486
chr3	56754215	56754714	29042	56754296	56755706
chr20	24790750	24791249	25712	24790394	24792865
chr12	11667079	11667578	9311	11666836	11667455
chr10	31662278	31662777	5178	31662163	31662843
chrX	1467115	1467614	42802	1466821	1467700
chr5	89305584	89306083	33327	89298588	89306869
chr18	35546583	35547082	19570	35546546	35546887
chr5	67991173	67991672	33033	67990280	67992098
chr6	156848493	156848992	36967	156848175	156849054
chr3	15636345	15636844	28295	15636264	15636434
chr2	224916602	224917101	24890	224916593	224917040
chr21	29099861	29100360	26656	29100234	29100662
chr1	219621998	219622497	3829	219622486	219622805
chr9	134382061	134382560	42675	134380672	134382786
chr3	16398672	16399171	28310	16398412	16398689
chr3	16398672	16399171	28311	16398948	16401225
chr12	52531566	52532065	10000	52531509	52531727
chr2	39527036	39527535	22422	39526979	39527194
chr3	177729351	177729850	30194	177729674	177729869
chr1	182278636	182279135	3215	182278344	182279417
chr11	86130094	86130593	8361	86130133	86130655
chr1	229070182	229070681	4011	229067326	229070794
chr4	68576251	68576750	31382	68575715	68576273
chr5	68266418	68266917	33058	68266557	68267918
chr6	149335826	149336325	36845	149336047	149336190
chr4	38191307	38191806	31137	38190681	38192695
chr11	64498031	64498530	7736	64497911	64498826
chr4	181570756	181571255	32296	181570712	181571287
chr14	76894218	76894717	13243	76894030	76894316
chr2	159125739	159126238	24224	159123545	159126096
chr11	72834861	72835360	8064	72834756	72835719
chr13	105047788	105048287	12203	105047447	105047904
chr6	64671078	64671577	35963	64670518	64673695
chr6	163696275	163696774	37115	163696090	163696878
chr13	48209314	48209813	11743	48209149	48210549
chr5	33239101	33239600	32588	33239116	33240363
chr7	18203589	18204088	37582	18203740	18204123
chr4	158850701	158851200	32214	158850026	158850886
chr1	208064982	208065481	3684	208064750	208066855
chr4	162959033	162959532	32240	162958940	162959166
chr9	107868140	107868639	41988	107868303	107869553
chr14	59219884	59220383	12824	59219773	59219994
chr15	100043281	100043780	15244	100043077	100044016
chr6	6987651	6988150	34777	6987676	6988475
chr4	74206017	74206516	31432	74206290	74206639
chr3	189776092	189776591	30486	189776181	189779078
chr1	219689204	219689703	3833	219689550	219689857
chr17	67520469	67520968	18578	67520387	67520763
chr7	2037367	2038334	37265	2037754	2038005
chr3	37806103	37806602	28544	37805804	37806606
chr4	102390439	102390938	31784	102390854	102391187
chr5	56516824	56517323	32926	56516619	56517047
chr7	135428829	135429328	38951	135428944	135430236
chr12	26213306	26213805	9536	26212160	26213966
chr2	134245318	134245817	23965	134245621	134247221
chr2	140934599	140935098	24023	140934560	140934714
chr6	11428757	11429256	34895	11428388	11429486
chr4	38600532	38601031	31160	38600797	38601373
chr9	109935641	109936140	42000	109935657	109935795
chr2	80857960	80858459	23193	80857906	80858672
chr15	51253281	51253780	14172	51253016	51253420
chr3	122101534	122102033	29477	122101777	122105211
chr2	141209085	141209584	24026	141209056	141209349
chr13	42740685	42741184	11645	42740955	42741189
chr4	52358744	52359243	31325	52359043	52359540
chr2	145744959	145745458	24095	145744507	145745765
chr11	60848778	60849277	7571	60848481	60848956
chr1	114342344	114342843	2087	114341814	114343239
chr5	67977966	67978465	33031	67976271	67978521
chr12	52203081	52203580	9998	52202590	52203168
chr12	52203081	52203580	9999	52203473	52203890
chr11	132049106	132049605	8971	132049280	132052036
chr3	43179971	43180470	28641	43179398	43180200
chrX	20596753	20597252	43069	20596552	20596881
chr3	4852925	4853424	28098	4853236	4853875
chr8	134020563	134021062	40828	134020358	134022588
chr10	62640351	62640850	5514	62631251	62641213
chr12	104672430	104672929	10706	104668546	104673142
chr4	140318887	140319386	32053	140318788	140319039
chr20	39338912	39339411	25986	39338482	39339066
chr20	39338912	39339411	25987	39339296	39339730
chr12	104689549	104690048	10710	104689110	104689723
chr12	104689549	104690048	10711	104690003	104690224
chr10	62541801	62542300	5507	62540578	62541910
chr2	72241822	72242321	23119	72241808	72242221
chr7	92647546	92648045	38410	92643895	92647737
chr4	38329241	38329740	31148	38329392	38329750
chr1	230219318	230219817	4056	230206876	230223177
chr12	45774430	45774929	9764	45774659	45774839
chr2	179677001	179677500	24408	179677418	179677809
chr2	205129522	205130021	24670	205129507	205129911
chr13	106919037	106919536	12226	106919332	106920161
chr20	20856289	20856788	25579	20856312	20856491
chr6	13178065	13178564	34940	13177785	13178678
chr4	129327609	129328108	31959	129327181	129327721
chr10	28400573	28401072	5110	28401051	28401352
chr1	183832396	183832895	3255	183831090	183832458
chr3	102034527	102035026	29278	102034146	102034997
chr6	6942764	6943263	34776	6942658	6942926
chr8	135091628	135092127	40862	135090481	135092928
chr5	171601099	171601598	34340	171601051	171601272
chr21	14482194	14482693	26542	14481109	14482326
chr21	14482194	14482693	26543	14482564	14483810
chr20	12888603	12889102	25482	12888463	12889385
chr7	139532503	139533002	38996	139532333	139533182
chr6	148637655	148638154	36806	148637432	148638287
chr8	96570695	96571194	40353	96571146	96571458
chr4	40212660	40213159	31246	40212745	40213997
chr12	77894480	77894979	10407	77894594	77897115
chr1	206829858	206830357	3635	206829817	206830136
chr4	140069041	140069540	32034	140068851	140072641
chr21	31180453	31180952	26710	31171082	31181748
chr5	95892686	95893185	33410	95891345	95893269
chr8	19904613	19905112	39516	19904203	19905237
chr8	102632413	102632912	40416	102632286	102632681
chr1	111596483	111596982	1997	111596485	111596896
chr9	105027066	105027565	41952	105026931	105027200
chr4	89658540	89659039	31740	89658619	89658803
chr5	24226422	24226921	32561	24226731	24227414
chr7	71633472	71633971	38185	71633211	71637731
chr11	8778061	8778560	6992	8778428	8778810
chr10	30663376	30663875	5152	30662459	30663554
chr10	30663376	30663875	5153	30663765	30664202
chr20	32475278	32475777	25818	32475368	32475694
chr14	40218211	40218710	12662	40217610	40218353
chr14	40218211	40218710	12663	40218658	40219247
chr1	247465760	247466259	4415	247465862	247466204
chr9	126517040	126517539	42340	126516777	126517498
chr3	36501511	36502010	28511	36501899	36502169
chr9	70504767	70505266	41480	70505027	70505544
chr11	121899441	121899940	8769	121898615	121900007
chr9	91714363	91714862	41753	91714346	91714754
chr20	18003442	18003941	25515	18003685	18004114
chr14	68279826	68280325	12976	68278276	68281253
chr8	26630010	26630509	39689	26630378	26630540
chr4	122584640	122585139	31905	122584385	122584908
chr2	108621933	108622432	23558	108620813	108622826
chr12	11724790	11725289	9321	11723532	11726025
chr6	15427306	15427805	35023	15426792	15427356
chr6	15427306	15427805	35024	15427615	15427901
chr9	90189246	90189745	41722	90187913	90190131
chr2	47228094	47228593	22633	47227864	47228265
chr6	3933014	3933513	34667	3932919	3933206
chr4	184298198	184298697	32334	184298249	184298555
chr1	89701652	89702151	1746	89701736	89702271
chr21	42097900	42098399	26998	42098061	42098361
chr15	51229812	51230311	14169	51230087	51230575
chr3	32428271	32428770	28481	32428527	32428967
chr10	90507118	90507617	6099	90507023	90507496
chr21	35428419	35428918	26833	35428122	35429239
chr2	33859999	33860498	22333	33859475	33860193
chr12	93186135	93186634	10524	93183657	93186279
chr12	93186135	93186634	10525	93186540	93186829
chr21	31117239	31117738	26698	31115398	31118325
chr4	155496855	155497750	32164	155496859	155497025
chr13	95367270	95367769	12095	95367198	95367398
chr10	6211870	6212369	4594	6210979	6213419
chr2	64821219	64821718	22886	64820913	64822048
chr8	111468709	111469208	40476	111468408	111469739
chr9	107874548	107875047	41989	107874328	107875666
chr3	177334034	177334533	30170	177333895	177334166
chr12	108455738	108456237	10786	108456077	108456387
chr17	50790507	50791006	18218	50790498	50790771
chr18	43013611	43014110	19601	43008605	43014503
chrX	41452550	41453049	43271	41452426	41453101
chr3	42057786	42058285	28611	42057604	42058237
chr3	119602637	119603136	29423	119602602	119603034
chr11	132065064	132065563	8976	132065368	132065786
chr3	53538718	53539217	29016	53538547	53539354
chr8	133482286	133482785	40803	133482282	133483053
chr10	24642833	24643332	5033	24643213	24643991
chr21	31342457	31342956	26719	31342626	31342977
chr10	62109858	62110357	5504	62109438	62110508
chr1	107442983	107443482	1855	107443025	107443211
chr13	42545443	42545942	11642	42543476	42545772
chr4	66952165	66952664	31375	66947893	66953346
chr9	107866862	107867361	41987	107867198	107867876
chr20	11198782	11199281	25472	11198982	11199264
chr4	111991251	111991750	31833	111991480	111991830
chr3	129211788	129212287	29663	129211853	129212096
chrX	154661211	154661710	44026	154661498	154662286
chr19	56061210	56061709	21929	56061171	56061367
chr18	78665432	78665931	19973	78665402	78665615
chr18	78665432	78665931	19974	78665818	78666121
chr11	122229405	122229904	8778	122229214	122230222
chr6	45467808	45468307	35826	45467805	45468015
chr19	13181743	13182242	20673	13181777	13182402
chr5	24602926	24603425	32569	24602363	24603839
chr7	112154306	112154805	38703	112153769	112154900
chr5	143355662	143356161	33985	143355097	143356592
chr8	135135666	135136165	40865	135117232	135136683
chr13	73765987	73766486	11932	73765520	73766285
chr12	88434269	88434768	10427	88433865	88434390
chr12	88434269	88434768	10428	88434604	88434962
chr3	45076180	45076679	28664	45075843	45076475
chr21	14637718	14638217	26561	14637811	14638176
chr10	113496309	113496808	6530	113496597	113497196
chr2	99784794	99785293	23420	99784099	99786370
chr7	111911370	111911869	38653	111910702	111913380
chr4	88211894	88212393	31702	88211793	88212012
chrX	20713081	20713580	43071	20712871	20713324
chr5	109563636	109564135	33498	109564130	109564330
chr4	83725636	83726135	31554	83725353	83725783
chrX	40952198	40952697	43241	40950506	40953553
chr12	26770254	26770753	9607	26770134	26770960
chr5	40378439	40378938	32717	40378337	40379336
chr7	110448887	110449386	38637	110449220	110449700
chr12	15718816	15719315	9441	15718086	15719145
chr7	143487595	143488094	39089	143486978	143487635
chr4	40227196	40227695	31249	40226965	40227963
chr8	101026180	101026679	40399	101026209	101026416
chr9	104829906	104830405	41937	104830349	104830742
chr8	23972966	23973465	39650	23973264	23973881
chr2	26619430	26619929	22223	26619229	26619561
chr12	121423658	121424157	11123	121423173	121426368
chr2	224377708	224378207	24878	224377405	224377734
chr3	12859766	12860265	28248	12859817	12860395
chr5	121164558	121165057	33585	121164492	121165156
chr16	48459059	48459558	16016	48458685	48459400
chr1	234243609	234244108	4139	234244096	234244592
chr2	48341483	48341982	22664	48341531	48341844
chr13	105132462	105132961	12204	105132029	105133231
chr7	50200012	50200511	38064	50199799	50200967
chr1	145576877	145577376	2294	120341858	149175684
chr1	145576877	145577376	2362	120913308	148460242
chr1	145576877	145577376	2397	121020772	149713009
chr1	145576877	145577376	2400	121041598	149733657
chr4	26257814	26258313	31044	26257603	26257963
chr9	134396091	134396590	42676	134395224	134397248
chr6	10560605	10561104	34854	10560829	10561116
chr2	55083148	55083647	22714	55083085	55084264
chr17	2848700	2849199	17022	2848063	2848798
chr13	24261499	24261998	11420	24261448	24261760
chr2	68121265	68121764	22933	68121638	68121786
chr3	52134731	52135230	28932	52135169	52135316
chr13	99657762	99658261	12184	99657976	99658698
chr10	60260230	60260729	5473	60260507	60260683
chr6	166634141	166634640	37146	166634046	166634196
chr13	75464598	75465097	11959	75464674	75464812
chr14	68248347	68248846	12969	68247664	68251310
chr2	109284814	109285313	23584	109285005	109285234
chr18	58362186	58362685	19763	58361901	58362194
chr18	58362186	58362685	19764	58362542	58363082
chr14	49879636	49880135	12679	49879912	49880982
chr18	77495090	77495589	19952	77494754	77496876
chr1	212234600	212235099	3752	212234866	212235149
chr17	51372585	51373084	18237	51372247	51372742
chr9	16146577	16147076	41158	16146518	16146755
chr11	132099683	132100182	8979	132099507	132100609
chr10	12594615	12595114	4762	12594548	12595234
chr6	159201289	159201788	37051	159200893	159201453
chr15	101006880	101007379	15269	101006923	101007120
chr2	141467353	141467852	24027	141467431	141467637
chr2	109348871	109349370	23589	109348242	109350791
chr1	157403546	157404045	2750	157403539	157403814
chr10	60231158	60231657	5471	60231266	60233160
chr11	14593639	14594138	7138	14593186	14594127
chr7	17773179	17773678	37568	17773086	17773323
chr10	11157514	11158013	4682	11157427	11158373
chr6	4560138	4560637	34676	4560084	4560380
chr2	144448953	144449452	24059	144448678	144449590
chr1	230110131	230110630	4042	230109962	230110604
chr6	125845480	125845979	36389	125845004	125845626
chr12	26711555	26712054	9603	26711461	26712170
chr2	43273401	43273900	22524	43273401	43274730
chr13	50642999	50643498	11853	50642738	50643845
chr14	20194042	20194541	12393	20193710	20194104
chr14	20194042	20194541	12394	20194496	20194897
chr4	130080828	130081327	31963	130080821	130081002
chr2	144426303	144426802	24054	144424763	144426317
chr2	144426303	144426802	24055	144426643	144427622
chr5	149666177	149666676	34055	149665961	149666205
chr10	44515808	44516307	5297	44516220	44516484
chr5	158466134	158466633	34208	158466469	158466776
chr9	75505600	75506099	41536	75505946	75506127
chr1	228940895	228941394	4003	228935971	228941128
chr5	88785710	88786209	33298	88784738	88786998
chr19	16355151	16355650	20810	16355396	16355767
chr20	51650841	51651340	26331	51650642	51650950
chr9	65484935	65485434	41397	67724577	65386882
chr2	43423551	43424050	22540	43422979	43428446
chr3	138861673	138862172	29787	138862098	138863736
chr8	19632513	19633012	39501	19632295	19632894
chr5	68406696	68407195	33066	68406783	68407509
chr9	65423920	65424419	41397	67724577	65386882
chr1	167668084	167668583	2986	167668283	167668613
chr6	6879485	6879984	34766	6878938	6880066
chr13	29110151	29110650	11506	29110013	29110287
chr13	29110151	29110650	11507	29110558	29110855
chr4	40710420	40710919	31290	40710775	40711511
chr3	134917524	134918023	29759	134917939	134918400
chr1	147072642	147073141	2294	120341858	149175684
chr1	147072642	147073141	2362	120913308	148460242
chr1	147072642	147073141	2397	121020772	149713009
chr1	147072642	147073141	2400	121041598	149733657
chr6	14386548	14387047	34989	14386166	14387298
chrX	104679164	104679663	43646	104678777	104679234
chr3	69819224	69819723	29177	69819070	69819454
chr8	100809579	100810078	40395	100809657	100810049
chr7	118870187	118870686	38795	118870192	118870461
chr9	65490866	65491365	41397	67724577	65386882
chr3	150519772	150520271	29917	150518829	150522124
chr12	47888943	47889442	9829	47888547	47888995
chr12	47888943	47889442	9830	47889262	47889724
chr8	125343911	125344410	40630	125344265	125344708
chr10	92790446	92790945	6134	92789921	92791153
chr10	31770218	31770717	5185	31770567	31771051
chr12	4223201	4223700	9075	4223327	4223558
chr3	178076665	178077164	30201	178077010	178077197
chr12	46959377	46959876	9787	46959024	46959952
chr1	231761674	231762173	4090	231761864	231762483
chr19	8065418	8065917	20429	8065070	8066153
chr6	104653712	104654211	36136	104653367	104654564
chr4	38071851	38072350	31119	38070975	38086022
chr6	44475647	44476146	35795	44475940	44476250
chr12	108724233	108724732	10804	108721837	108724391
chr12	108724233	108724732	10805	108724631	108726074
chr1	59041555	59042054	1501	59041329	59042033
chr1	114355199	114355698	2090	114352610	114356269
chr2	157782050	157782549	24209	157781843	157782177
chr4	88204817	88205316	31701	88205117	88205404
chrX	45232105	45232604	43304	45231819	45232227
chr14	90894208	90894707	13487	90894520	90894935
chrX	16506795	16507294	43006	16507106	16507548
chr6	13068549	13069048	34937	13068800	13069083
chr6	44567390	44567889	35799	44567296	44567473
chr6	44567390	44567889	35800	44567803	44568666
chrX	41759809	41760308	43293	41760130	41760453
chr1	229841224	229841723	4030	229841274	229841430
chr3	28151522	28152021	28425	28151801	28152276
chr5	14362453	14362952	32502	14362327	14362477
chr2	126491626	126492125	23792	126491446	126492657
chr13	50518642	50519141	11847	50518751	50519221
chr6	134247135	134247634	36513	134245916	134247171
chr7	47627773	47628272	38037	47627930	47628266
chr20	24289998	24290497	25633	24289443	24290621
chr6	15795629	15796128	35034	15795898	15796969
chr2	43014501	43015000	22493	43013938	43015463
chr2	127050072	127050571	23810	127049801	127050381
chr8	47406544	47407043	39978	47406383	47406582
chr2	133950518	133951017	23947	133950289	133950792
chr15	70447763	70448262	14666	70447737	70447997
chr10	47104813	47105312	5332	47105455	47105012
chr13	50339448	50339947	11842	50338836	50339878
chr13	76656447	76656946	11983	76655831	76656596
chr22	46971079	46971578	28029	46970014	46972203
chr2	152587685	152588184	24181	152585938	152590964
chr1	232062633	232063132	4106	232062996	232063269
chr13	76389279	76389778	11974	76386025	76390295
chr8	134039217	134039716	40834	134039491	134040032
chr5	90141980	90142479	33352	90141585	90143284
chr2	204256836	204257335	24669	204257192	204257429
chr13	50594386	50594885	11851	50594230	50595121
chr4	139521977	139522476	31999	139521917	139522183
chr3	122238035	122238534	29480	122238071	122240111
chr8	19544671	19545170	39493	19544130	19545299
chr12	54935219	54935718	10081	54935597	54935977
chr3	30673627	30674126	28457	30672509	30674498
chrX	13055397	13055896	42951	13055458	13055917
chr14	93007192	93007691	13574	93007601	93008125
chr18	7466130	7466629	19265	7466081	7466621
chr6	14897740	14898239	35004	14897646	14898314
chr1	41618009	41618508	1187	41617796	41618740
chr8	58128168	58128667	40075	58128084	58129070
chr8	18747825	18748324	39474	18747502	18748456
chr2	128714216	128714715	23864	128714151	128714932
chr1	51268527	51269026	1391	51268053	51269071
chr5	54541750	54542249	32810	54541937	54542200
chr8	51273043	51273542	40013	51273245	51273949
chr13	76213249	76213748	11970	76213155	76214104
chr3	188578499	188578998	30444	188578130	188579416
chr2	85005741	85006240	23205	85006064	85006278
chr6	13141353	13141852	34938	13141078	13141505
chr6	13141353	13141852	34939	13141743	13142128
chr20	24356231	24356730	25637	24355664	24357775
chr6	51283668	51284167	35902	51283951	51284296
